CASO,TIPOCASO,FECHACREADO,FECHAPORAPROBAR,SEDEUSUARIO,NOMBREGRUPORESOLUTOR,VENCIDO,RECHAZADO,SATISFACCION,CASO
SR4275497,SR,17-dic-24,17-dic-24,ALIMENTOS CARNICOS - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3814940,SR,26-feb-24,26-feb-24,ALIMENTOS CARNICOS - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3956020,SR,24-may-24,24-may-24,ALIMENTOS CARNICOS - ENVIGADO- PLANTA CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4053286,SR,26-jul-24,26-jul-24,ALIMENTOS CARNICOS - ENVIGADO- PLANTA CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3812107,SR,23-feb-24,23-feb-24,ALIMENTOS CARNICOS - ENVIGADO- PLANTA CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3962448,SR,29-may-24,29-may-24,ALIMENTOS CARNICOS - ENVIGADO- PLANTA CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4132431,SR,11-sep-24,11-sep-24,ALIMENTOS CARNICOS - ENVIGADO- PLANTA CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4170895,SR,4-oct-24,4-oct-24,ALIMENTOS CARNICOS - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3940451,SR,15-may-24,15-may-24,ALIMENTOS CARNICOS - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3803674,SR,19-feb-24,19-feb-24,ALIMENTOS CARNICOS - ENVIGADO- PLANTA CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4270170,SR,12-dic-24,12-dic-24,ALIMENTOS CARNICOS - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4289271,SR,27-dic-24,27-dic-24,ALIMENTOS CARNICOS - ENVIGADO- PLANTA CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3752245,SR,16-ene-24,16-ene-24,ALIMENTOS CARNICOS - ENVIGADO- PLANTA CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3807918,SR,21-feb-24,21-feb-24,ALIMENTOS CARNICOS - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3846954,SR,14-mar-24,14-mar-24,ALIMENTOS CARNICOS - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3864309,SR,1-abr-24,1-abr-24,ALIMENTOS CARNICOS - ENVIGADO- PLANTA CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3915501,SR,29-abr-24,29-abr-24,ALIMENTOS CARNICOS - MONTERIA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3956241,SR,25-may-24,25-may-24,ALIMENTOS CARNICOS - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4177469,SR,8-oct-24,8-oct-24,ALIMENTOS CARNICOS - AGUACHICA- PLANTA CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4195891,SR,22-oct-24,22-oct-24,ALIMENTOS CARNICOS - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3912497,SR,26-abr-24,26-abr-24,ALIMENTOS CARNICOS - MONTERIA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3956023,SR,24-may-24,24-may-24,ALIMENTOS CARNICOS - MONTERIA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3769890,SR,29-ene-24,29-ene-24,ALIMENTOS CARNICOS - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4213460,SR,4-nov-24,4-nov-24,ALIMENTOS CARNICOS - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4166075,SR,1-oct-24,1-oct-24,ALIMENTOS CARNICOS - AGUACHICA- PLANTA CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4276186,SR,18-dic-24,18-dic-24,ALIMENTOS CARNICOS - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4259755,SR,4-dic-24,4-dic-24,ALIMENTOS CARNICOS - AGUACHICA- PLANTA CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4273802,SR,16-dic-24,16-dic-24,ALIMENTOS CARNICOS - ENVIGADO- PLANTA CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4253157,SR,30-nov-24,30-nov-24,ALIMENTOS CARNICOS - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3940443,SR,15-may-24,15-may-24,ALIMENTOS CARNICOS - AGUACHICA- PLANTA CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4124169,SR,7-sep-24,7-sep-24,ALIMENTOS CARNICOS - ENVIGADO- PLANTA CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4103547,SR,27-ago-24,27-ago-24,ALIMENTOS CARNICOS - ENVIGADO- PLANTA CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4142864,SR,18-sep-24,18-sep-24,ALIMENTOS CARNICOS - ENVIGADO- PLANTA CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4258067,SR,3-dic-24,3-dic-24,ALIMENTOS CARNICOS - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4184329,SR,15-oct-24,15-oct-24,ALIMENTOS CARNICOS - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3771728,SR,30-ene-24,30-ene-24,ALIMENTOS CARNICOS - BOGOTA- PLANTA CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3928733,SR,7-may-24,7-may-24,ALIMENTOS CARNICOS - MEDELLIN MULTICOMPANIA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4234616,SR,16-nov-24,16-nov-24,COMERCIAL NUTRESA - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4116576,SR,3-sep-24,3-sep-24,GESTION CARGO ZONA FRANCA - CARTAGENA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4251820,SR,29-nov-24,29-nov-24,INDUSTRIAS ALIADAS - IBAGUE - PLANTA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4012727,SR,2-jul-24,2-jul-24,ALIMENTOS CARNICOS - ENVIGADO- PLANTA CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4012529,SR,26-jun-24,10-jul-24,COMERCIAL POZUELO GUATEMALA,TELEFONIA FIJA PROYECTOS,No,No,0,1
SR3842577,SR,12-mar-24,13-mar-24,COMERCIAL POZUELO GUATEMALA,TELEFONIA FIJA PROYECTOS,No,No,0,1
IN366609,IN,11-jun-24,11-jun-24,PRODUCTOS ALIMENTICIOS DORIA- MOSQUERA - PLANTA,SOPORTE TECNICO A USUARIOS,No,No,5,1
IN356228,IN,9-abr-24,15-may-24,COMPANIA AMERICANA DE HELADOS POPS - COSTA RICA,null,No,No,0,1
IN384705,IN,16-sep-24,16-sep-24,ALIMENTOS CARNICOS - BOGOTA- PLANTA CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,5,1
IN356440,IN,10-abr-24,18-abr-24,MOLINOS SANTA MARTA - PLANTA BUGA,null,No,No,0,1
IN342402,IN,24-ene-24,24-ene-24,ALIMENTOS CARNICOS - ENVIGADO- PLANTA CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,0,1
IN354104,IN,26-mar-24,26-mar-24,ALIMENTOS CARNICOS - ENVIGADO- PLANTA CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,0,1
IN383513,IN,10-sep-24,10-sep-24,ALIMENTOS CARNICOS - ENVIGADO- PLANTA CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4024858,SR,9-jul-24,16-jul-24,COMPANIA DE GALLETAS POZUELO - COSTA RICA- PLANTA,COMUNICACIONES Y REDES (COSTA RICA),No,No,0,1
SR4208051,SR,30-oct-24,9-dic-24,COMPANIA DE GALLETAS POZUELO - COSTA RICA- PLANTA,COMUNICACIONES Y REDES (COSTA RICA),No,No,0,1
SR4077170,SR,9-ago-24,9-ago-24,ALIMENTOS CARNICOS - MONTERIA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3797432,SR,15-feb-24,15-feb-24,ALIMENTOS CARNICOS - ENVIGADO- PLANTA CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR3939320,SR,15-may-24,15-may-24,ALIMENTOS CARNICOS PANAMA - PLANTA CARNICOS,AVALISTAS DE NEGOCIOS,No,No,0,1
SR3972946,SR,7-jun-24,7-jun-24,MOLINOS SANTA MARTA - PLANTA BUGA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4109095,SR,30-ago-24,30-ago-24,ALIMENTOS CARNICOS - PEREIRA,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4081941,SR,14-ago-24,14-ago-24,ALIMENTOS CARNICOS - MEDELLIN MULTICOMPANIA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3779906,SR,5-feb-24,5-feb-24,ALIMENTOS CARNICOS - ENVIGADO- PLANTA CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4219022,SR,7-nov-24,7-nov-24,ALIMENTOS CARNICOS - MEDELLIN - MULTICOMPANIA AGENCIA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4232123,SR,15-nov-24,15-nov-24,ALIMENTOS CARNICOS - ENVIGADO- PLANTA CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4229378,SR,15-nov-24,15-nov-24,ALIMENTOS CARNICOS - MEDELLIN - MULTICOMPANIA AGENCIA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4221604,SR,8-nov-24,8-nov-24,ALIMENTOS CARNICOS - MEDELLIN MULTICOMPANIA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3966413,SR,1-jun-24,1-jun-24,ALIMENTOS CARNICOS - MEDELLIN - MULTICOMPANIA AGENCIA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4032354,SR,13-jul-24,13-jul-24,ALIMENTOS CARNICOS - MEDELLIN - MULTICOMPANIA AGENCIA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4284014,SR,20-dic-24,20-dic-24,INDUSTRIA DE ALIMENTOS ZENU - MEDELLIN - PLANTA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4169265,SR,3-oct-24,3-oct-24,ALIMENTOS CARNICOS - BOGOTA- PLANTA CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3750338,SR,15-ene-24,15-ene-24,INDUSTRIA DE ALIMENTOS ZENU - BOGOTA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3974610,SR,8-jun-24,8-jun-24,ALIMENTOS CARNICOS - BOGOTA- PLANTA CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4082538,SR,14-ago-24,14-ago-24,INDUSTRIA DE ALIMENTOS ZENU - MEDELLIN - PLANTA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3842579,SR,12-mar-24,12-mar-24,ALIMENTOS CARNICOS - MEDELLIN MULTICOMPANIA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4104562,SR,28-ago-24,28-ago-24,INDUSTRIA DE ALIMENTOS ZENU - MEDELLIN - PLANTA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4243843,SR,22-nov-24,22-nov-24,ALIMENTOS CARNICOS - MEDELLIN - MULTICOMPANIA AGENCIA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3814024,SR,26-feb-24,26-feb-24,INDUSTRIA DE ALIMENTOS ZENU - MEDELLIN - PLANTA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4012767,SR,2-jul-24,2-jul-24,INDUSTRIA DE ALIMENTOS ZENU - MEDELLIN - PLANTA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3935431,SR,14-may-24,14-may-24,ALIMENTOS CARNICOS - MEDELLIN MULTICOMPANIA,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR3953321,SR,24-may-24,24-may-24,ALIMENTOS CARNICOS - MEDELLIN - MULTICOMPANIA AGENCIA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3823968,SR,1-mar-24,1-mar-24,ALIMENTOS CARNICOS - MEDELLIN MULTICOMPANIA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4263127,SR,6-dic-24,6-dic-24,ALIMENTOS CARNICOS - ENVIGADO- PLANTA CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4276454,SR,18-dic-24,18-dic-24,INDUSTRIA DE ALIMENTOS ZENU - MEDELLIN - SEDE ADMINISTRATIVA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3851815,SR,19-mar-24,19-mar-24,ALIMENTOS CARNICOS - MEDELLIN MULTICOMPANIA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3958213,SR,27-may-24,27-may-24,ALIMENTOS CARNICOS - MEDELLIN MULTICOMPANIA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4025196,SR,9-jul-24,9-jul-24,INDUSTRIA DE ALIMENTOS ZENU - MEDELLIN - PLANTA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4269520,SR,12-dic-24,12-dic-24,ALIMENTOS CARNICOS - ENVIGADO- PLANTA CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4117195,SR,4-sep-24,4-sep-24,INDUSTRIA DE ALIMENTOS ZENU - MEDELLIN - PLANTA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4198250,SR,24-oct-24,24-oct-24,ALIMENTOS CARNICOS - MEDELLIN - MULTICOMPANIA AGENCIA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4097123,SR,23-ago-24,23-ago-24,ALIMENTOS CARNICOS - MEDELLIN - MULTICOMPANIA AGENCIA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4025186,SR,9-jul-24,9-jul-24,ALIMENTOS CARNICOS - MEDELLIN - MULTICOMPANIA AGENCIA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4167159,SR,2-oct-24,2-oct-24,ALIMENTOS CARNICOS - MEDELLIN - MULTICOMPANIA AGENCIA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4126749,SR,9-sep-24,9-sep-24,ALIMENTOS CARNICOS - ENVIGADO- PLANTA CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3891451,SR,16-abr-24,16-abr-24,ALIMENTOS CARNICOS - MEDELLIN MULTICOMPANIA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3945142,SR,17-may-24,17-may-24,ALIMENTOS CARNICOS - MEDELLIN - MULTICOMPANIA AGENCIA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4195874,SR,22-oct-24,22-oct-24,ALIMENTOS CARNICOS - MEDELLIN - MULTICOMPANIA AGENCIA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3836187,SR,8-mar-24,8-mar-24,ALIMENTOS CARNICOS - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3974426,SR,8-jun-24,8-jun-24,ALIMENTOS CARNICOS - MEDELLIN - MULTICOMPANIA AGENCIA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4092749,SR,21-ago-24,21-ago-24,ALIMENTOS CARNICOS - ENVIGADO- PLANTA CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4119731,SR,5-sep-24,5-sep-24,ALIMENTOS CARNICOS - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4216761,SR,6-nov-24,6-nov-24,ALIMENTOS CARNICOS - ENVIGADO- PLANTA CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4171040,SR,4-oct-24,4-oct-24,ALIMENTOS CARNICOS - ENVIGADO- PLANTA CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4167076,SR,2-oct-24,2-oct-24,ALIMENTOS CARNICOS - MEDELLIN MULTICOMPANIA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4106638,SR,29-ago-24,29-ago-24,INDUSTRIA DE ALIMENTOS ZENU - MEDELLIN - PLANTA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3926305,SR,6-may-24,6-may-24,ALIMENTOS CARNICOS - ENVIGADO- PLANTA CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3804031,SR,20-feb-24,20-feb-24,ALIMENTOS CARNICOS - ENVIGADO- PLANTA CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3957395,SR,27-may-24,27-may-24,ALIMENTOS CARNICOS - MEDELLIN - MULTICOMPANIA AGENCIA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3747452,SR,12-ene-24,12-ene-24,ALIMENTOS CARNICOS - MEDELLIN - MULTICOMPANIA AGENCIA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3905772,SR,23-abr-24,23-abr-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3814327,SR,26-feb-24,26-feb-24,GESTION CARGO ZONA FRANCA - CARTAGENA,null,No,No,5,1
SR3822880,SR,29-feb-24,29-feb-24,COMPANIA DE GALLETAS NOEL - MEDELLIN - MULTICOMPANIA AGENCIA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3807386,SR,21-feb-24,21-feb-24,COMPANIA DE GALLETAS NOEL - MEDELLIN - PLANTA NOEL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3907946,SR,24-abr-24,24-abr-24,ALIMENTOS CARNICOS - ENVIGADO- PLANTA CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4050772,SR,25-jul-24,25-jul-24,ALIMENTOS CARNICOS - MEDELLIN MULTICOMPANIA,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4067966,SR,5-ago-24,5-ago-24,ALIMENTOS CARNICOS - MEDELLIN MULTICOMPANIA,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4197807,SR,24-oct-24,24-oct-24,ALIMENTOS CARNICOS - MEDELLIN MULTICOMPANIA,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4190011,SR,18-oct-24,18-oct-24,ALIMENTOS CARNICOS - ENVIGADO- PLANTA CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4166404,SR,2-oct-24,2-oct-24,ALIMENTOS CARNICOS - MEDELLIN MULTICOMPANIA,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR3870706,SR,4-abr-24,4-abr-24,BOGOTA Centro Empresarial 106,SERVICIOS IT PROVEEDORES ACO,No,No,0,1
QJ319,QJ,29-may-24,22-ago-24,COMPANIA DE GALLETAS POZUELO - COSTA RICA- PLANTA,COMUNICACIONES Y REDES (COSTA RICA),Si,No,3,1
QJ537,QJ,11-jul-24,12-jul-24,INDUSTRIA DE ALIMENTOS ZENU - MEDELLIN - MULTICOMPANIA,null,No,No,0,1
QJ740,QJ,8-oct-24,9-oct-24,MOLINOS SANTA MARTA - PLANTA BUGA,null,No,No,5,1
QJ248,QJ,10-may-24,15-may-24,ALIMENTOS CARNICOS - IBAGUE- MULTICOMPANIA,null,No,No,0,1
QJ401,QJ,11-jun-24,12-jun-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,null,No,No,5,1
SR3913249,SR,29-abr-24,30-abr-24,ALIMENTOS CARNICOS - MEDELLIN - MULTICOMPANIA AGENCIA,CONECTIVIDAD TI CABLEADO EP INGENIERIA,No,No,0,1
SR3953098,SR,24-may-24,24-may-24,MOLINOS SANTA MARTA - PLANTA BUGA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4096767,SR,23-ago-24,23-ago-24,SERVICIOS NUTRESA - DOSQUEBRADAS,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR3956955,SR,27-may-24,28-may-24,GESTION CARGO ZONA FRANCA - CARTAGENA,MESA DE SERVICIOS OFIMATICA,No,No,0,1
SR3888078,SR,15-abr-24,15-abr-24,PRODUCTOS ALIMENTICIOS DORIA- MOSQUERA - PLANTA,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR3930011,SR,8-may-24,8-may-24,PRODUCTOS ALIMENTICIOS DORIA- MOSQUERA - PLANTA,SOPORTE TECNICO A USUARIOS,No,No,0,1
IN372147,IN,11-jul-24,11-jul-24,PRODUCTOS ALIMENTICIOS DORIA- MOSQUERA - PLANTA,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4040511,SR,19-jul-24,23-jul-24,GESTION CARGO ZONA FRANCA - CARTAGENA,CONECTIVIDAD SENCINET,No,No,0,1
SR3851093,SR,18-mar-24,20-mar-24,COMERCIAL NUTRESA - MEDELLIN- MULTICOMPANIA GUAYABAL,ADMINIS CONTACTO  TI SERVICIOS NUTRESA,No,No,0,1
SR4117955,SR,4-sep-24,16-sep-24,ALIMENTOS CARNICOS - MEDELLIN- MULTICOMPANIA GUAYABAL,OPERACIONES CLOUD,No,No,3,1
SR4252512,SR,29-nov-24,5-dic-24,COMPANIA NACIONAL DE CHOCOLATES - MEDELLIN- REGIONAL,OPERACIONES CLOUD,Si,No,0,1
SR3803738,SR,20-feb-24,20-feb-24,SERVICIOS NUTRESA - MEDELLIN- MULTICOMPANIA GUAYABAL,MESA DE SERVICIOS OFIMATICA,No,No,0,1
SR3795295,SR,14-feb-24,19-feb-24,TRESMONTES LUCCHETTI TMLUC - CHILE,AWS INTELIGENCIA DE NEGOCIOS,No,No,0,1
SR4028492,SR,11-jul-24,12-jul-24,INDUSTRIA COLOMBIANA DE CAFE COLCAFE - MEDELLIN - PLANTA CAFE,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR3933924,SR,11-may-24,11-may-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR3933916,SR,11-may-24,11-may-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR3933920,SR,11-may-24,11-may-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR3868028,SR,3-abr-24,3-abr-24,COMPANIA DE GALLETAS NOEL - MEDELLIN - PLANTA NOEL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3889751,SR,15-abr-24,15-abr-24,COMPANIA DE GALLETAS NOEL - MEDELLIN - PLANTA NOEL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3876667,SR,9-abr-24,9-abr-24,GESTION CARGO ZONA FRANCA - CARTAGENA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3825646,SR,4-mar-24,4-mar-24,ALIMENTOS CARNICOS - MEDELLIN - MULTICOMPANIA AGENCIA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3893460,SR,17-abr-24,17-abr-24,COMPANIA DE GALLETAS NOEL - MEDELLIN - PLANTA NOEL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3889739,SR,15-abr-24,15-abr-24,COMPANIA DE GALLETAS NOEL - MEDELLIN - PLANTA NOEL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3950015,SR,22-may-24,22-may-24,COMPANIA DE GALLETAS NOEL - MEDELLIN - PLANTA NOEL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4192474,SR,21-oct-24,21-oct-24,COMPANIA DE GALLETAS NOEL - MEDELLIN - PLANTA NOEL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4120350,SR,6-sep-24,6-sep-24,COMPANIA DE GALLETAS NOEL - MEDELLIN - PLANTA NOEL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3856415,SR,22-mar-24,22-mar-24,COMPANIA DE GALLETAS NOEL - MEDELLIN - PLANTA NOEL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4192481,SR,21-oct-24,21-oct-24,COMPANIA DE GALLETAS NOEL - MEDELLIN - PLANTA NOEL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3853357,SR,20-mar-24,20-mar-24,COMPANIA DE GALLETAS NOEL - MEDELLIN - MULTICOMPANIA AGENCIA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4072029,SR,8-ago-24,8-ago-24,COMPANIA DE GALLETAS NOEL - BOGOTA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3834010,SR,7-mar-24,7-mar-24,COMPANIA DE GALLETAS NOEL - MEDELLIN - PLANTA NOEL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3998807,SR,24-jun-24,24-jun-24,COMPANIA DE GALLETAS NOEL - MEDELLIN - PLANTA NOEL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4062915,SR,1-ago-24,1-ago-24,ALIMENTOS CARNICOS - LA CEJA- PLANTA CARNICOS,null,No,No,4,1
SR3935528,SR,14-may-24,15-may-24,OPPERAR COLOMBIA - MEDELLIN- OFICINAS,PLATAFORMAS TI COMPUNET,No,No,0,1
SR3780653,SR,6-feb-24,6-feb-24,COMERCIAL NUTRESA - MEDELLIN- MULTICOMPANIA GUAYABAL,DLLO DIGITAL GEORREFERENCIACION,No,No,0,1
SR3949617,SR,22-may-24,23-may-24,GESTION CARGO ZONA FRANCA - CARTAGENA,CONECTIVIDAD SENCINET,No,No,0,1
SR3779749,SR,5-feb-24,7-feb-24,ALIMENTOS CARNICOS - MEDELLIN SEDE ADMINISTRATIVA GUAYABAL,CONECTIVIDAD SENCINET,No,No,5,1
SR4024229,SR,9-jul-24,9-jul-24,INDUSTRIA COLOMBIANA DE CAFE COLCAFE - MEDELLIN - PLANTA CAFE,CONECTIVIDAD SENCINET,No,No,0,1
SR3820804,SR,29-feb-24,29-feb-24,SERVICIOS NUTRESA - PLANTA BOGOTA CHOCOLATES,CONECTIVIDAD SENCINET,No,No,0,1
SR4028476,SR,11-jul-24,11-jul-24,NOVAVENTA - CARMEN DE VIBORAL- CENTRO DE OPERACIONES,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3803966,SR,20-feb-24,21-feb-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,MODULO NECESIDADES DIR INFRAESTRUCTURA,No,No,0,1
SR3962643,SR,30-may-24,31-dic-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,NEGOCIO SOPOR TI SIUX SEUX DECIMEX DINOX,Si,No,0,1
SR3798362,SR,16-feb-24,4-mar-24,INDUSTRIA COLOMBIANA DE CAFE COLCAFE - MEDELLIN - PLANTA CAFE,MODULO NECESIDADES DIR INFRAESTRUCTURA,No,No,0,1
SR4132312,SR,11-sep-24,31-oct-24,SERVICIOS NUTRESA - DOSQUEBRADAS,SOPORTE TECNICO A USUARIOS,No,No,0,1
